sentimento,score,texto_original,texto_processado
Negativo,0.7808921933174133,"Depois da nova atualização, tive o acesso bloqueado. Solicita a validação facial para cadastrar nova senha e biometria. Porém, nada acontece! Fica apenas processando não segue para cadastro de uma nova senha. E já faz mais de 2 horas que estou nesse processo, e não consigo validar absolutamente nada. @itau como proceder? Diante das informaçoes fornecidas nada acontece. Permanece da mesma forma. Preciso do aplicativo para realizar transaçoes e desde sexta que nao faço nada! Maior constrangimento.",depois da nova atualizacao tive o acesso bloqueado solicita a validacao facial para cadastrar nova senha e biometria porem nada acontece fica apenas processando nao segue para cadastro de uma nova senha e ja faz mais de horas que estou nesse processo e nao consigo validar absolutamente nada como proceder diante das informacoes fornecidas nada acontece permanece da mesma forma preciso do aplicativo para realizar transacoes e desde sexta que nao faco nada maior constrangimento
Negativo,0.7911678552627563,"Desde do ano passado,Que eu estou tentando fazer a biometria facial,Tenho problemas de visão,Um boneco com demostração é tão pequeno,Que eu não consigo ver, Façam igual aos outros bancos,Com biometria facial de maneira fácil,Pior banco,E pior tipo de biometria facial.",desde do ano passado que eu estou tentando fazer a biometria facial tenho problemas de visao um boneco com demostracao e tao pequeno que eu nao consigo ver facam igual aos outros bancos com biometria facial de maneira facil pior banco e pior tipo de biometria facial
Negativo,0.6168481707572937,"Uso pouco, mas pouco que uso dá um trabalho terrível, ao realizar transferência cobra da gente, é difícil de pagar conta, uma demora para nos atender nos bancos da caixa, tenho conta no Bradesco à anos e não me cobram nada, posso realizar transferência e pagamentos à vontade, fico muito tranquilo e seguro, aqui é uma dificuldade terrível mas enfim sobrevivo. 🙌🏾🙌🏾🙌🏾",uso pouco mas pouco que uso da um trabalho terrivel ao realizar transferencia cobra da gente e dificil de pagar conta uma demora para nos atender nos bancos da caixa tenho conta no bradesco a anos e nao me cobram nada posso realizar transferencia e pagamentos a vontade fico muito tranquilo e seguro aqui e uma dificuldade terrivel mas enfim sobrevivo
Negativo,0.7032346725463867,"aplicativo horrível, tanto o do banco, como o telefone, não se consegue nada, quero pagar o cartão não consigo acessar, horrível",aplicativo horrivel tanto o do banco como o telefone nao se consegue nada quero pagar o cartao nao consigo acessar horrivel
Negativo,0.6696865558624268,"Estou desde ontem tentando acessar a minha conta, porém fala que a senha de acesso foi bloqueado por segurança, sigo o passo a passo para cadastrar uma nova senha, envio a foto eles falam que foi enviado com sucesso, porém volta na mesma tela inicial ( branca) onde diz que a senha está bloqueada e pede para cadastrar, resumindo fica nesse loppin infinito. Já fiz de tudo, desinstalei várias vezes, reiniciei meu celular, limpei o cache do aplicativo, e nada funcionou,pior aplicativo que já utiliz",estou desde ontem tentando acessar a minha conta porem fala que a senha de acesso foi bloqueado por seguranca sigo o passo a passo para cadastrar uma nova senha envio a foto eles falam que foi enviado com sucesso porem volta na mesma tela inicial branca onde diz que a senha esta bloqueada e pede para cadastrar resumindo fica nesse loppin infinito ja fiz de tudo desinstalei varias vezes reiniciei meu celular limpei o cache do aplicativo e nada funcionou pior aplicativo que ja utiliz
Negativo,0.5569692850112915,"Um lixo, se baixa o app precisa de verificação, se troca de Cell precisa de verificação, e tudo só no caixa eletrônico, tem opção por SMS mas nunca chega, horrível só uso pra cair o pagamento e transfiro pra outra contas, se tiver a oportunidade de não usar, não use!!!",um lixo se baixa o app precisa de verificacao se troca de cell precisa de verificacao e tudo so no caixa eletronico tem opcao por sms mas nunca chega horrivel so uso pra cair o pagamento e transfiro pra outra contas se tiver a oportunidade de nao usar nao use
Negativo,0.8028689622879028,"Banco horrível, a segurança é ruim, não pede senha para as transações, o cartão de crédito não atualiza em tempo real, ou seja o seu extrato que deveria te auxiliar para não exceder os gastos, na vdd é uma armadilha para vc não conseguir pagar o cartão e pagar juros para o banco, o chat de deixam esperando e respondem a hora que bem entendem, estou tentando cancelar o cartão e a atendente não responde, não recomendo este banco , fujam.",banco horrivel a seguranca e ruim nao pede senha para as transacoes o cartao de credito nao atualiza em tempo real ou seja o seu extrato que deveria te auxiliar para nao exceder os gastos na vdd e uma armadilha para vc nao conseguir pagar o cartao e pagar juros para o banco o chat de deixam esperando e respondem a hora que bem entendem estou tentando cancelar o cartao e a atendente nao responde nao recomendo este banco fujam
Neutro,0.4948262870311737,"App muito bom, facilita muito a vida, sem a necessidade de ir a uma agência que por vezes e beeem demorado. Eu faço tudo pelo app transferência, depósito, pix, extrato de IRRF super prático de usar!",app muito bom facilita muito a vida sem a necessidade de ir a uma agencia que por vezes e beeem demorado eu faco tudo pelo app transferencia deposito pix extrato de irrf super pratico de usar
Negativo,0.7302359938621521,"Estou tentando fazer Pix e não consigo peço que olhem o app por favor, minhas movimentações são todas acima de 2000 e já na primeira vocês bloqueia minha conta , não gostei ! Se não estão preparados para me atender vou baixar outro app bank que seja apto a minhas necessidades! Não gostei nem um pouco isso não se faz! Estou com a conta bloqueada e sem poder mover meu dinheiro! Insatisfeito é o nome!",estou tentando fazer pix e nao consigo peco que olhem o app por favor minhas movimentacoes sao todas acima de e ja na primeira voces bloqueia minha conta nao gostei se nao estao preparados para me atender vou baixar outro app bank que seja apto a minhas necessidades nao gostei nem um pouco isso nao se faz estou com a conta bloqueada e sem poder mover meu dinheiro insatisfeito e o nome
Neutro,0.6788386106491089,Gosto muito do C6 Bank. Poderiam adicionar a opção de adiantar parcela ganhando desconto dependendo do adiantamento como é praticado no concorrente. Sinto falta disso.,gosto muito do c bank poderiam adicionar a opcao de adiantar parcela ganhando desconto dependendo do adiantamento como e praticado no concorrente sinto falta disso
Negativo,0.7965514659881592,"App horrível, assim como o Bradesco. Trava a toda hora, vários erros como ""você está sem internet"" Não é surpresa o aplicativo ser ruim assim, era de se esperar, vindo de um banco que não consegue entregar uma cartão de débito na residência do correntista, em pleno 2024.",app horrivel assim como o bradesco trava a toda hora varios erros como voce esta sem internet nao e surpresa o aplicativo ser ruim assim era de se esperar vindo de um banco que nao consegue entregar uma cartao de debito na residencia do correntista em pleno
Negativo,0.7753400802612305,"Banco Ruim! promete muito ñ entrega nada, diversos ""bug's"" pelo app inteiro e sem suporte eficiente, o digital so tem solução para problemas basicos e n tem suporte humano, ja estou registrando ação contra o banco, por falta de suporne no Procon",banco ruim promete muito n entrega nada diversos bug s pelo app inteiro e sem suporte eficiente o digital so tem solucao para problemas basicos e n tem suporte humano ja estou registrando acao contra o banco por falta de suporne no procon
Negativo,0.593041181564331,"PESSIMO depois da atualização que solicita foto para liberar o dispositivo simplesmente não funciona mais no meu aparelho. Ele não faz a foto. Liguei na central de atendimento aguardei até a ligação cair e não tive resposta. Entendo que é um procedimento de segurança mas se não funciona em todos os aparelhos não deveria ser implementado. Uso outros bancos e todos o apps rodam normalmente só o BB que não. Agora se quero fazer uma transação preciso ir a agência, é mais fácil encerrar a conta.",pessimo depois da atualizacao que solicita foto para liberar o dispositivo simplesmente nao funciona mais no meu aparelho ele nao faz a foto liguei na central de atendimento aguardei ate a ligacao cair e nao tive resposta entendo que e um procedimento de seguranca mas se nao funciona em todos os aparelhos nao deveria ser implementado uso outros bancos e todos o apps rodam normalmente so o bb que nao agora se quero fazer uma transacao preciso ir a agencia e mais facil encerrar a conta
Negativo,0.779513418674469,"Minha reclamação não é diretamente do APP,mas do Bradesco,que ainda se mantém atrasado,cartões de outras bandeiras já liberam o limite na hr que o pagamento é efetuado no app,mas o que eu tenho do Bradesco tem que esperar dia útil,do APP agora não vem nenhuma queixa em mente",minha reclamacao nao e diretamente do app mas do bradesco que ainda se mantem atrasado cartoes de outras bandeiras ja liberam o limite na hr que o pagamento e efetuado no app mas o que eu tenho do bradesco tem que esperar dia util do app agora nao vem nenhuma queixa em mente
Neutro,0.612591564655304,"Esta plataforma é excelente, bem como o setor de suporte dela. Há uma sugestão minha: assim como há em diversas instituições bancárias virtuais, deveria haver um mecanismo extra de segurança ao realizar transferências bancárias, exigindo uma senha, por exemplo. Esta é uma melhoria imprescindível.",esta plataforma e excelente bem como o setor de suporte dela ha uma sugestao minha assim como ha em diversas instituicoes bancarias virtuais deveria haver um mecanismo extra de seguranca ao realizar transferencias bancarias exigindo uma senha por exemplo esta e uma melhoria imprescindivel
Negativo,0.7209883332252502,"É péssimo, não abre, trava toda vez. Não sei como Bradesco ainda não resolveu isso, desanima. Editado após resposta do Bradesco: o problema é exatamente esse: ter que forçar parada e limpar cache toda vez, isso só acontece com app do Bradesco!",e pessimo nao abre trava toda vez nao sei como bradesco ainda nao resolveu isso desanima editado apos resposta do bradesco o problema e exatamente esse ter que forcar parada e limpar cache toda vez isso so acontece com app do bradesco
Neutro,0.6604622602462769,"Uma das melhores contas principalmente no investimento, séria legal e muito útil se tivesse uma caixinha personalizada tipo uma que a gente definisse o dia que vai tirar o dinheiro por exemplo: Eu quero tirar só no dia 17 de agosto aí ela ficava meio que bloqueada pra saque não para mais depósito até o dia 17 de agosto, seria perfeito.",uma das melhores contas principalmente no investimento seria legal e muito util se tivesse uma caixinha personalizada tipo uma que a gente definisse o dia que vai tirar o dinheiro por exemplo eu quero tirar so no dia de agosto ai ela ficava meio que bloqueada pra saque nao para mais deposito ate o dia de agosto seria perfeito
Negativo,0.7350010275840759,"Pegaram saldo da minha conta sem eu permitir que pegassem, pra comprar o cartão deles, faz meses já e até agr não trouxeram nem o cartão!!!!! Se ""eu"" comprei, eles teriam que trazer o cartão até me, mais nem isso fizeram, tento falar com a central pra pedir pra entregarem o cartão e eles não falam nada!!!!",pegaram saldo da minha conta sem eu permitir que pegassem pra comprar o cartao deles faz meses ja e ate agr nao trouxeram nem o cartao se eu comprei eles teriam que trazer o cartao ate me mais nem isso fizeram tento falar com a central pra pedir pra entregarem o cartao e eles nao falam nada
Negativo,0.7947482466697693,"App bastante lento. Ao realizar uma transação apresentou erro. Entrei novamente no app e o dinheiro havia sido debitado, porém não aparece no extrato. Há anos apresenta problemas de notificação (não avisa se um pix chegou, se o salário foi debitado ou algo no débito automático foi descontado). Precisam deixar esse aplicativo mais leve e mais rápido.",app bastante lento ao realizar uma transacao apresentou erro entrei novamente no app e o dinheiro havia sido debitado porem nao aparece no extrato ha anos apresenta problemas de notificacao nao avisa se um pix chegou se o salario foi debitado ou algo no debito automatico foi descontado precisam deixar esse aplicativo mais leve e mais rapido
Negativo,0.7805507183074951,"Não consigo acessar de forma alguma a aba cartões e nem solicitar um cartão no C6 Bank, diz simplesmente que ocorreu um erro e não foi possível concluir a solicitação.",nao consigo acessar de forma alguma a aba cartoes e nem solicitar um cartao no c bank diz simplesmente que ocorreu um erro e nao foi possivel concluir a solicitacao
Negativo,0.8121749758720398,", pois não merece nem uma, aplicativo horrível o cliente perde todo acesso tipo senha, agência, número da conta e login da conta, e mesmo com o CPF da conta, não dão rastreio da conta, e nem envia cód de reativação de conta, bem atrasado o aplicativo em termos de tecnologia, nota zero.",pois nao merece nem uma aplicativo horrivel o cliente perde todo acesso tipo senha agencia numero da conta e login da conta e mesmo com o cpf da conta nao dao rastreio da conta e nem envia cod de reativacao de conta bem atrasado o aplicativo em termos de tecnologia nota zero
Neutro,0.5918734073638916,"Melhor operadora até o momento. Gosto bastante. Pena que ainda não consegui um plano para a minha residência. Acho que não tem acesso na região de São Pedro da Aldeia.RJ. já fiz o pedido em Janeiro, mais até agora nada. Fico no aguardo.",melhor operadora ate o momento gosto bastante pena que ainda nao consegui um plano para a minha residencia acho que nao tem acesso na regiao de sao pedro da aldeia rj ja fiz o pedido em janeiro mais ate agora nada fico no aguardo
Negativo,0.6040987372398376,"Está instável. Não quer abrir o app, só aparece a mensagem dizendo que não está respondendo. E fecha tudo.",esta instavel nao quer abrir o app so aparece a mensagem dizendo que nao esta respondendo e fecha tudo
Negativo,0.7718523144721985,"Eu nunca vi um aplicativo de banco tão ruim em toda minha vida, literalmente eu tenho que colocar minha facial a cada 5 segundos para fazer tudo no banco eu não tenho nenhum pingo de liberdade, de acessar em outro celular tirando que se você quebrou o celular ou perdeu o celular dane-se se vira para tentar acessar sua conta porque ele simplesmente não permitem se não for o celular cadastrado no banco sinceramente isso realmente angústia a gente de uma forma muito ruim odeio esse banco 🖕🖕🖕",eu nunca vi um aplicativo de banco tao ruim em toda minha vida literalmente eu tenho que colocar minha facial a cada segundos para fazer tudo no banco eu nao tenho nenhum pingo de liberdade de acessar em outro celular tirando que se voce quebrou o celular ou perdeu o celular dane se se vira para tentar acessar sua conta porque ele simplesmente nao permitem se nao for o celular cadastrado no banco sinceramente isso realmente angustia a gente de uma forma muito ruim odeio esse banco
Negativo,0.48759791254997253,"falta muitas funcionalidades básicas, inclusiave acesso a protocolos e informações básicas para garantir a segurança dos usuários, além disso não recebemos de maneira devida as informações por email conforme garantindo em ligações supostamente gravadas feitas para a central, acredito que se aproveitem desses mecanismos para benefício próprio, não recomendo, baixa burocracia mas risco altíssimo tanto com relação ao app, como das funções do banco em si, fujam dessa cilada.",falta muitas funcionalidades basicas inclusiave acesso a protocolos e informacoes basicas para garantir a seguranca dos usuarios alem disso nao recebemos de maneira devida as informacoes por email conforme garantindo em ligacoes supostamente gravadas feitas para a central acredito que se aproveitem desses mecanismos para beneficio proprio nao recomendo baixa burocracia mas risco altissimo tanto com relacao ao app como das funcoes do banco em si fujam dessa cilada
Negativo,0.7505161762237549,Há dias tento pagar uma fatura da habitação. O aplicativo não gera mais boleto porque está em débito automático e não descontou o valor da conta corrente. Não me dá a opção de excluir e não consigo emitir pelo whatsapp. E o SAC demora muito.,ha dias tento pagar uma fatura da habitacao o aplicativo nao gera mais boleto porque esta em debito automatico e nao descontou o valor da conta corrente nao me da a opcao de excluir e nao consigo emitir pelo whatsapp e o sac demora muito
Negativo,0.8192164897918701,"Boa tarde ,eu não acredito que tanto o app ou no site do Bradesco está dando tanto problemas no site não dá para atualizar cadastro da cidade e no app não tira a foto do comprovante de endereço eu fiquei a manhã inteira tentando e deprimente...desisti .",boa tarde eu nao acredito que tanto o app ou no site do bradesco esta dando tanto problemas no site nao da para atualizar cadastro da cidade e no app nao tira a foto do comprovante de endereco eu fiquei a manha inteira tentando e deprimente desisti
Negativo,0.8005037307739258,"""Olá, equipe do Itaú. Estou enfrentando um problema com o meu aplicativo. Minha conta está bloqueada e, ao tentar cadastrar uma nova senha, o reconhecimento facial é solicitado, porém, após o reconhecimento facial ser feito, o aplicativo fica apenas carregando e não avança. Poderiam me ajudar a resolver esse bug? Obrigado.""",ola equipe do itau estou enfrentando um problema com o meu aplicativo minha conta esta bloqueada e ao tentar cadastrar uma nova senha o reconhecimento facial e solicitado porem apos o reconhecimento facial ser feito o aplicativo fica apenas carregando e nao avanca poderiam me ajudar a resolver esse bug obrigado
Negativo,0.817026674747467,Estou tendo mui problema para acessar minha conta direto está dando erro código 02.22. Bom dia ainda não consigo acessar o aplicativo da caixa continua dando código 02.22 como consigo resolver já tentei de todas as maneiras possíveis. Boa tarde o suporte técnico da caixa econômica federal ainda não deu nenhuma solução para meu problema com relação ao acesso do aplicativo.,estou tendo mui problema para acessar minha conta direto esta dando erro codigo bom dia ainda nao consigo acessar o aplicativo da caixa continua dando codigo como consigo resolver ja tentei de todas as maneiras possiveis boa tarde o suporte tecnico da caixa economica federal ainda nao deu nenhuma solucao para meu problema com relacao ao acesso do aplicativo
Negativo,0.7283684611320496,"O aplicativo é péssimo. E não é culpa dos devs, é culpa da gestão que acompanha tudo de novo na tecnologia com 20 anos de atraso. Devem estar investindo pesado na compra de disquetes esse ano.",o aplicativo e pessimo e nao e culpa dos devs e culpa da gestao que acompanha tudo de novo na tecnologia com anos de atraso devem estar investindo pesado na compra de disquetes esse ano
Negativo,0.8254739046096802,"Parece que os desenvolvedores dos App Caixa tem como propósito dificultar ao máximo a vida dos usuários. Estou sendo cobrado por contas que já foram pagas e eu estou tentando acessar os comprovantes de pagamento e o App do banco simplesmente bugou e eu não consigo localizar nada do que foi pago, de recente a pagamentos de meses anteriores. Entrei em contato por telefone num atendimento nada satisfatório finalizado com a promessa de retorno ao meu contato o que estou esperando até agora e nada.",parece que os desenvolvedores dos app caixa tem como proposito dificultar ao maximo a vida dos usuarios estou sendo cobrado por contas que ja foram pagas e eu estou tentando acessar os comprovantes de pagamento e o app do banco simplesmente bugou e eu nao consigo localizar nada do que foi pago de recente a pagamentos de meses anteriores entrei em contato por telefone num atendimento nada satisfatorio finalizado com a promessa de retorno ao meu contato o que estou esperando ate agora e nada
Negativo,0.5740699172019958,"Mais uma vez tento utilizar o app, mas só muda a aparência, continua perdendo a biometria... Gostaria de entender por que ter um botão para desabilitar/habilitar biometria na tela de login?? Completamente desnecessário e não usual... Poderia apenas pedir pro usuário, caso não tenha cadastrado, adicionar esse registro. Após feito somente deveria ser possível desabilitar dentro de algum menu dentro do app.",mais uma vez tento utilizar o app mas so muda a aparencia continua perdendo a biometria gostaria de entender por que ter um botao para desabilitar habilitar biometria na tela de login completamente desnecessario e nao usual poderia apenas pedir pro usuario caso nao tenha cadastrado adicionar esse registro apos feito somente deveria ser possivel desabilitar dentro de algum menu dentro do app
Negativo,0.6149881482124329,Em alguns telefones o reconhecimento facial não pega de nenhuma forma por exemplo o realme c51 o Bradesco não reconhece o meu rosto já ao o iPhone está reconhecendo meu rosto normal em alguns outros celulares o reconhecimento não consegue aderir a demanda e isso esteve atrapalhando muito deveria ter uma forma de acesso ao banco usando gmail ou telefone igual a os outros caso entre para fazer login isso facilitaria muito,em alguns telefones o reconhecimento facial nao pega de nenhuma forma por exemplo o realme c o bradesco nao reconhece o meu rosto ja ao o iphone esta reconhecendo meu rosto normal em alguns outros celulares o reconhecimento nao consegue aderir a demanda e isso esteve atrapalhando muito deveria ter uma forma de acesso ao banco usando gmail ou telefone igual a os outros caso entre para fazer login isso facilitaria muito
Negativo,0.7592484951019287,"Péssimo App. Parou de funcionar e agora pede para cadastrar Biometria, mas quando eu tento cadastrar o app aceita mas não atualiza para a liberacão para utilização. O atendimento via telefone ou watsapp é péssimo. não consigo de jeito nenhum falar com atendimento Humano e o atendimento sempre se encerra sem a correção do meu problema.",pessimo app parou de funcionar e agora pede para cadastrar biometria mas quando eu tento cadastrar o app aceita mas nao atualiza para a liberacao para utilizacao o atendimento via telefone ou watsapp e pessimo nao consigo de jeito nenhum falar com atendimento humano e o atendimento sempre se encerra sem a correcao do meu problema
Negativo,0.7809962630271912,Pior Banco possível. Não resolvemos nada. Tenho dinheiro em conta e não consigo usar. Vários constrangimentos ao efetuar compras e não conseguir pagar pq o banco não deixa.,pior banco possivel nao resolvemos nada tenho dinheiro em conta e nao consigo usar varios constrangimentos ao efetuar compras e nao conseguir pagar pq o banco nao deixa
Negativo,0.790308952331543,"Péssimo aplicativo,não reconheceu minha digital e bloqueou,estou tentando criar 1 nova senha de 4 dígitos há 4 dias,tentei pelo fone facil,pelo site e pelo app e não consegui em nenhum. Isso dificulta muito por que a opção que resta é ir a 1 agência e não consigo,pois no horário de funcionamento estou trabalhando. Espero que resolvam meu caso por gentileza",pessimo aplicativo nao reconheceu minha digital e bloqueou estou tentando criar nova senha de digitos ha dias tentei pelo fone facil pelo site e pelo app e nao consegui em nenhum isso dificulta muito por que a opcao que resta e ir a agencia e nao consigo pois no horario de funcionamento estou trabalhando espero que resolvam meu caso por gentileza
Negativo,0.8014952540397644,"Praticamente impossível conseguir concluir a abertura de conta devido a dificuldade com a selfie. E mesmo após concluir instalação, com muitas tentativas, para realizar qualquer operação é necessária a selfie que não funciona, mesmo tentando em celulares diferentes. Ao ligar para o atendimento me informado que irá levar dois dias úteis para resolver o problema. o C6 não é um banco sério, quem não abriu uma conta, aproveite e NÂO ABRA.",praticamente impossivel conseguir concluir a abertura de conta devido a dificuldade com a selfie e mesmo apos concluir instalacao com muitas tentativas para realizar qualquer operacao e necessaria a selfie que nao funciona mesmo tentando em celulares diferentes ao ligar para o atendimento me informado que ira levar dois dias uteis para resolver o problema o c nao e um banco serio quem nao abriu uma conta aproveite e nao abra
Negativo,0.7675389051437378,"Aos finais de semana o aplicativo não funciona. Diz o tempo todo que estou sem Internet, mesmo tendo. Trabalho com outros aplicativos e não tenho o problema que tenho com esse. Só mantenho porque preciso para pagar uns documentos que exigem ser nesse banco. Hoje dia 06 de maio ainda estou com dificuldades para entrar no aplicativo. Já atualizei e não adiantou nada. Diz que não tenho Internet, mesmo tendo.",aos finais de semana o aplicativo nao funciona diz o tempo todo que estou sem internet mesmo tendo trabalho com outros aplicativos e nao tenho o problema que tenho com esse so mantenho porque preciso para pagar uns documentos que exigem ser nesse banco hoje dia de maio ainda estou com dificuldades para entrar no aplicativo ja atualizei e nao adiantou nada diz que nao tenho internet mesmo tendo
Negativo,0.8040521144866943,"Péssimo App, Banco e Ouvidoria. Sou tratada como bandida, discriminada, rechaçada, sem explicação plausível, em todas as reclamações. O Banco continua cometendo fraude dentro do App Banco do Brasil que eu provei e dentro do WhatsApp verificado do Banco. Não querem abrir conta nem poupança. Não querem me dar um cartão Ourocard Visa Fácil. Confirmam que não tenho conta e eu provo que apareceu gerente no App. Nunca usei cartão virtual AME. Se respaldam no BACEN que eles podem fazer o que quiser.",pessimo app banco e ouvidoria sou tratada como bandida discriminada rechacada sem explicacao plausivel em todas as reclamacoes o banco continua cometendo fraude dentro do app banco do brasil que eu provei e dentro do whatsapp verificado do banco nao querem abrir conta nem poupanca nao querem me dar um cartao ourocard visa facil confirmam que nao tenho conta e eu provo que apareceu gerente no app nunca usei cartao virtual ame se respaldam no bacen que eles podem fazer o que quiser
Negativo,0.7757023572921753,"Só não dou 0 estrelas porque não tem essa opção! Péssimo banco, bloquearam a minha conta DO NADA pelo motivo de desinteresse comercial, sendo que eu movimentava a conta. Fora isso, tenho saldo que preciso URGENTEMENTE e não consigo retirar. Banco horrível, não recomendaria nem para o meu pior inimigo. Péssimo.",so nao dou estrelas porque nao tem essa opcao pessimo banco bloquearam a minha conta do nada pelo motivo de desinteresse comercial sendo que eu movimentava a conta fora isso tenho saldo que preciso urgentemente e nao consigo retirar banco horrivel nao recomendaria nem para o meu pior inimigo pessimo
Positivo,0.5942490696907043,Um ótima banco pra quem busca praticidade e qualidade; o app é muito bem otimizado e tem uma equipe capacitada pra auxiliar e tirar dúvidas quando vc precisar. Não tenho oque reclamar dos serviços que foram prestados nos últimos 2 anos,um otima banco pra quem busca praticidade e qualidade o app e muito bem otimizado e tem uma equipe capacitada pra auxiliar e tirar duvidas quando vc precisar nao tenho oque reclamar dos servicos que foram prestados nos ultimos anos
Negativo,0.6979358792304993,"péssimo! Não permite a gente reavaliar um download automático que induz o usuário a uma divida a perder de vista, não permite liquidar a mesna divida com antecedencia,tem alguem surrupiando o valor destas prestações.impostas neste app Bradesco aos clientes. Eu tô sendo vítima disto no emprestimo pessoal.",pessimo nao permite a gente reavaliar um download automatico que induz o usuario a uma divida a perder de vista nao permite liquidar a mesna divida com antecedencia tem alguem surrupiando o valor destas prestacoes impostas neste app bradesco aos clientes eu to sendo vitima disto no emprestimo pessoal
Negativo,0.7188922762870789,"Só não dou 0 estrelas porque não é possível. De que adianta um APP se as operações têm que ser confirmadas através de outro canal (o que só é comunicado ao usuário no final do procedimento; total perda de tempo). É uma questão de segurança? Bom, depois de ter que ir até agência e aumentar o limite pessoalmente (o que poderia ter sido feito pelo APP), como fica a segurança? Os limites padrão de pagamentos e transferência diários estão desconectado da realidade.",so nao dou estrelas porque nao e possivel de que adianta um app se as operacoes tem que ser confirmadas atraves de outro canal o que so e comunicado ao usuario no final do procedimento total perda de tempo e uma questao de seguranca bom depois de ter que ir ate agencia e aumentar o limite pessoalmente o que poderia ter sido feito pelo app como fica a seguranca os limites padrao de pagamentos e transferencia diarios estao desconectado da realidade
Negativo,0.7670207023620605,"Aplicativo está uma 💩 Essa versão nova desabilitou meu itoken no aplicativo, tive que reabilitar através de reconhecimento facial. Quando precisei fazer uma transação a surpresa: o aplicativo pede um número do itoken, coisa que NUNCA havia solicitado antes, o processo era automático. Qual a dificuldade de manter o que está funcionando do jeito que está?",aplicativo esta uma essa versao nova desabilitou meu itoken no aplicativo tive que reabilitar atraves de reconhecimento facial quando precisei fazer uma transacao a surpresa o aplicativo pede um numero do itoken coisa que nunca havia solicitado antes o processo era automatico qual a dificuldade de manter o que esta funcionando do jeito que esta
Neutro,0.47487807273864746,"Muito bom e prático, de fácil manuseio. Único senão são as eventuais demoras de acesso. Nada a alterar continuo tendo ótima opinião sobre o app.",muito bom e pratico de facil manuseio unico senao sao as eventuais demoras de acesso nada a alterar continuo tendo otima opiniao sobre o app
Negativo,0.8367961049079895,"O app está com um bug, não dá para acessar a conta. Meu marido também está tendo problema no dispositivo dele.",o app esta com um bug nao da para acessar a conta meu marido tambem esta tendo problema no dispositivo dele
Negativo,0.7101565599441528,"Aplicativo é uma vergonha para CEF, não funciona. Nunca se consegue fazer dois pagamentos seguidos. Ele é muito instável. Se fazer rápido ele diz que houve uma tentativa a menos de 30 segundos, se um pouquinho mais devagar ele caí. Resumindo, alguém precisa melhorar isso. Ou contratar alguém capacitado para fazer. Nenhum dos outros bancos tem problema, BB, Itaú, Bradesco, Sicoob, tudo redondinho. O app da caixa sempre foi ruim.",aplicativo e uma vergonha para cef nao funciona nunca se consegue fazer dois pagamentos seguidos ele e muito instavel se fazer rapido ele diz que houve uma tentativa a menos de segundos se um pouquinho mais devagar ele cai resumindo alguem precisa melhorar isso ou contratar alguem capacitado para fazer nenhum dos outros bancos tem problema bb itau bradesco sicoob tudo redondinho o app da caixa sempre foi ruim
Neutro,0.6626513004302979,"• Não há como falar com um atendimento humano, apenas virtual que tem opções bem limitadas. • Falta um app a parte para investimentos. É mais seguro ter esse app a parte, pois pode-se deixar o app de investimentos em um outro aparelho (em casa) e o da conta no aparelho de uso.",nao ha como falar com um atendimento humano apenas virtual que tem opcoes bem limitadas falta um app a parte para investimentos e mais seguro ter esse app a parte pois pode se deixar o app de investimentos em um outro aparelho em casa e o da conta no aparelho de uso
Negativo,0.5980304479598999,"App e banco bons, porém precisam arrumar a função de acesso biométrico na hora de realizar pix, toda hora falha e diz que não reconhece a biometria, é o único app que tem essa falha. Tbm poderiam adicionar o percentual de crescimento do rendimento do CDI da conta.",app e banco bons porem precisam arrumar a funcao de acesso biometrico na hora de realizar pix toda hora falha e diz que nao reconhece a biometria e o unico app que tem essa falha tbm poderiam adicionar o percentual de crescimento do rendimento do cdi da conta
Negativo,0.829884946346283,"Todos os meses estou tendo que passar pelo constrangimento de Sr feito um Ted para uma conta que não existe mais. Já entrei em contato porém não corrigem, tenho que esperar o dia seguinte para fazer manualmente o Ted para a conta existente.",todos os meses estou tendo que passar pelo constrangimento de sr feito um ted para uma conta que nao existe mais ja entrei em contato porem nao corrigem tenho que esperar o dia seguinte para fazer manualmente o ted para a conta existente
Negativo,0.5693548321723938,"olá, meu nome é rodrigo, sou deficiente visual, o aplicativo melhorou um pouquinho, só que vira e mexe, ele buga, preciso desinstalar e instalar novamente, para que ele volte a funcionar, precisa corrigir este problema, fora isso, está funcionando super bem. obrigado.",ola meu nome e rodrigo sou deficiente visual o aplicativo melhorou um pouquinho so que vira e mexe ele buga preciso desinstalar e instalar novamente para que ele volte a funcionar precisa corrigir este problema fora isso esta funcionando super bem obrigado
Neutro,0.5183482766151428,"Só precisa dar um jeito logo na parte de fazer pix, pois eu já fui 2 vezes em agência para configurar essa parte e eu poder realizar pagamentos por pix mas não adiantou continua bloqueado. Nunca consegui fazer pagamentos via pix",so precisa dar um jeito logo na parte de fazer pix pois eu ja fui vezes em agencia para configurar essa parte e eu poder realizar pagamentos por pix mas nao adiantou continua bloqueado nunca consegui fazer pagamentos via pix
Neutro,0.5403174161911011,"App simples e intuitivo. Não é ""perfeito"" mas atende bem ao que se propõe. Poderia apenas salvar os PIX enviados, como um agenda (favoritos).",app simples e intuitivo nao e perfeito mas atende bem ao que se propoe poderia apenas salvar os pix enviados como um agenda favoritos
